Year,State ANSI,County ANSI,Value
2008,31,123,159
2008,31,,114
2008,31,157,150
2008,31,161,154
2008,31,165,151
2008,31,1,181
2008,31,61,173
2008,31,65,131
2008,31,73,160
2008,31,83,160
2008,31,99,182
2008,31,137,199
2008,31,181,159
2008,31,35,190
2008,31,59,180
2008,31,67,141
2008,31,95,161
2008,31,97,130
2008,31,127,142
2008,31,129,164
2008,31,131,131
2008,31,133,132
2008,31,147,141
2008,31,151,161
2008,31,169,179
2008,31,29,176
2008,31,57,153
2008,31,63,136
2008,31,85,158
2008,31,87,103
2008,31,101,158
2008,31,111,166
2008,31,135,148
2008,31,145,139
2008,34,5,105
2008,34,21,126
2008,34,23,116
2008,34,,103
2008,34,19,126
2008,34,27,120
2008,34,35,104
2008,34,37,128
2008,34,41,133
2008,34,11,120
2008,34,15,62
2008,34,,33
2008,34,33,110
2008,35,9,201
2008,35,,190
2008,35,41,140
2008,35,,189
2008,36,11,149
2008,36,17,121
2008,36,23,122
2008,36,43,138
2008,36,53,139
2008,36,65,133
2008,36,67,146
2008,36,75,124
2008,36,77,129
2008,36,57,141
2008,36,,128
2008,36,83,140
2008,36,91,146
2008,36,115,125
2008,36,45,111
2008,36,49,141
2008,36,89,128
2008,36,21,142
2008,36,25,103
2008,36,27,147
2008,36,71,108
2008,36,,138
2008,36,111,135
2008,36,7,86
2008,36,15,146
2008,36,97,136
2008,36,107,136
2008,36,109,125
2008,36,3,142
2008,36,9,106
2008,36,13,137
2008,36,101,139
2008,36,37,143
2008,36,51,160
2008,36,63,153
2008,36,69,147
2008,36,73,167
2008,36,,144
2008,36,99,166
2008,36,117,146
2008,36,121,146
2008,36,123,148
2008,37,13,79
2008,37,31,123
2008,37,49,60
2008,37,79,43
2008,37,95,134
2008,37,101,75
2008,37,103,25
2008,37,107,35
2008,37,137,118
2008,37,147,34
2008,37,191,46
2008,37,195,65
2008,37,3,106
2008,37,35,123
2008,37,37,96
2008,37,57,76
2008,37,59,80
2008,37,97,109
2008,37,105,72
2008,37,151,89
2008,37,159,113
2008,37,183,46
2008,37,15,82
2008,37,29,131
2008,37,41,95
2008,37,53,138
2008,37,65,63
2008,37,73,91
2008,37,83,73
2008,37,91,95
2008,37,117,52
2008,37,131,101
2008,37,,78
2008,37,139,115
2008,37,143,101
2008,37,177,131
2008,37,187,87
2008,37,27,105
2008,37,,20
2008,37,171,118
2008,37,193,75
2008,37,197,99
2008,37,1,82
2008,37,33,71
2008,37,63,87
2008,37,67,82
2008,37,69,68
2008,37,77,49
2008,37,81,82
2008,37,135,107
2008,37,,86
2008,37,145,71
2008,37,157,67
2008,37,169,71
2008,37,17,45
2008,37,19,89
2008,37,47,71
2008,37,51,84
2008,37,61,52
2008,37,85,105
2008,37,93,103
2008,37,133,64
2008,37,,64
2008,37,155,70
2008,37,163,60
2008,37,165,94
2008,37,7,89
2008,37,25,102
2008,37,45,71
2008,37,109,98
2008,37,125,68
2008,37,,67
2008,37,167,96
2008,37,179,66
2008,37,21,67
2008,37,23,96
2008,37,39,130
2008,37,89,129
2008,37,111,68
2008,37,,98
2008,38,27,100
2008,38,31,104
2008,38,,114
2008,38,93,116
2008,38,103,99
2008,38,3,126
2008,38,17,145
2008,38,39,122
2008,38,91,125
2008,38,97,135
2008,38,5,94
2008,38,49,91
2008,38,,81
2008,38,69,86
2008,38,35,123
2008,38,63,100
2008,38,,113
2008,38,67,124
2008,38,71,106
2008,38,99,107
2008,38,23,86
2008,38,,70
2008,38,101,87
2008,38,105,97
2008,38,29,104
2008,38,37,60
2008,38,59,61
2008,38,,96
2008,38,21,140
2008,38,45,128
2008,38,47,90
2008,38,51,110
2008,38,73,135
2008,38,77,146
2008,38,81,136
2008,38,1,51
2008,38,11,71
2008,38,41,59
2008,38,,17
2008,38,87,44
2008,38,89,37
2008,38,25,38
2008,38,53,87
2008,38,55,89
2008,38,57,84
2008,38,65,91
2008,39,41,132
2008,39,45,139
2008,39,47,142
2008,39,49,131
2008,39,83,128
2008,39,89,128
2008,39,97,143
2008,39,101,130
2008,39,117,122
2008,39,129,123
2008,39,141,123
2008,39,159,132
2008,39,19,90
2008,39,31,133
2008,39,67,99
2008,39,75,131
2008,39,,89
2008,39,157,122
2008,39,5,130
2008,39,33,129
2008,39,43,132
2008,39,77,128
2008,39,93,128
2008,39,123,130
2008,39,139,127
2008,39,143,132
2008,39,147,127
2008,39,175,124
2008,39,7,126
2008,39,29,123
2008,39,55,121
2008,39,99,117
2008,39,103,126
2008,39,,101
2008,39,133,117
2008,39,151,130
2008,39,155,128
2008,39,169,129
2008,39,3,127
2008,39,39,129
2008,39,51,138
2008,39,63,126
2008,39,69,138
2008,39,95,135
2008,39,125,140
2008,39,137,130
2008,39,161,132
2008,39,171,128
2008,39,173,137
2008,39,1,106
2008,39,15,124
2008,39,53,124
2008,39,71,124
2008,39,,106
2008,39,9,132
2008,39,59,123
2008,39,73,119
2008,39,115,113
2008,39,119,131
2008,39,,117
2008,39,127,133
2008,39,167,124
2008,39,17,115
2008,39,25,117
2008,39,27,140
2008,39,57,141
2008,39,61,127
2008,39,113,117
2008,39,135,124
2008,39,165,135
2008,39,11,127
2008,39,21,140
2008,39,23,140
2008,39,37,136
2008,39,65,122
2008,39,91,131
2008,39,107,139
2008,39,109,142
2008,39,149,129
2008,40,17,115
2008,40,27,111
2008,40,51,86
2008,40,109,96
2008,40,,75
2008,40,119,81
2008,40,125,98
2008,40,101,89
2008,40,,83
2008,40,135,102
2008,40,47,66
2008,40,53,58
2008,40,71,59
2008,40,,77
2008,40,35,80
2008,40,,71
2008,40,115,101
2008,40,7,160
2008,40,,140
2008,40,139,174
2008,40,13,101
2008,40,49,80
2008,40,,70
2008,40,137,79
2008,40,23,93
2008,40,89,86
2008,40,,83
2008,41,49,230
2008,41,,180
2008,41,,0
2008,41,59,190
2008,41,45,187
2008,41,,0
2008,42,13,140
2008,42,21,130
2008,42,27,124
2008,42,37,128
2008,42,43,113
2008,42,61,107
2008,42,67,106
2008,42,87,126
2008,42,97,143
2008,42,,115
2008,42,99,123
2008,42,109,125
2008,42,119,134
2008,42,77,120
2008,42,79,129
2008,42,89,141
2008,42,95,132
2008,42,,88
2008,42,107,123
2008,42,35,124
2008,42,81,139
2008,42,,114
2008,42,39,144
2008,42,85,134
2008,42,,140
2008,42,121,112
2008,42,123,145
2008,42,1,92
2008,42,9,129
2008,42,41,124
2008,42,55,135
2008,42,57,125
2008,42,133,142
2008,42,11,133
2008,42,17,108
2008,42,29,169
2008,42,71,169
2008,42,75,154
2008,42,,102
2008,42,5,129
2008,42,7,92
2008,42,19,111
2008,42,31,149
2008,42,63,133
2008,42,65,130
2008,42,73,137
2008,45,17,64
2008,45,27,57
2008,45,61,56
2008,45,63,113
2008,45,75,74
2008,45,79,125
2008,45,85,95
2008,45,25,43
2008,45,31,46
2008,45,33,58
2008,45,41,60
2008,45,51,63
2008,45,69,98
2008,45,,77
2008,45,89,38
2008,45,55,85
2008,45,,58
2008,45,91,30
2008,45,,59
2008,45,5,33
2008,45,9,64
2008,45,11,34
2008,45,15,64
2008,45,29,34
2008,45,35,47
2008,45,49,49
2008,45,,71
2008,45,3,48
2008,45,37,42
2008,45,,36
2008,45,81,38
2008,46,3,106
2008,46,5,127
2008,46,15,120
2008,46,59,117
2008,46,65,121
2008,46,73,105
2008,46,,105
2008,46,119,114
2008,46,11,144
2008,46,35,110
2008,46,61,119
2008,46,77,133
2008,46,79,139
2008,46,87,136
2008,46,97,106
2008,46,99,162
2008,46,101,164
2008,46,111,109
2008,46,13,141
2008,46,21,107
2008,46,45,132
2008,46,49,153
2008,46,89,111
2008,46,107,123
2008,46,115,158
2008,46,129,125
2008,46,25,144
2008,46,29,135
2008,46,37,100
2008,46,39,143
2008,46,51,121
2008,46,57,156
2008,46,91,140
2008,46,109,145
2008,46,19,131
2008,46,31,74
2008,46,41,78
2008,46,,50
2008,46,137,77
2008,46,53,95
2008,46,75,59
2008,46,85,105
2008,46,95,51
2008,46,121,108
2008,46,123,78
2008,46,9,119
2008,46,23,117
2008,46,27,161
2008,46,43,119
2008,46,67,122
2008,46,83,153
2008,46,125,143
2008,46,127,165
2008,46,135,137
2008,46,7,112
2008,46,102,91
2008,46,,103
2008,46,55,76
2008,46,93,103
2008,46,,95
2008,46,103,56
2008,47,3,86
2008,47,15,94
2008,47,41,135
2008,47,55,133
2008,47,103,109
2008,47,111,124
2008,47,,107
2008,47,149,97
2008,47,165,132
2008,47,187,120
2008,47,31,95
2008,47,49,94
2008,47,51,92
2008,47,61,85
2008,47,115,106
2008,47,,84
2008,47,141,130
2008,47,185,113
2008,47,45,136
2008,47,95,149
2008,47,97,113
2008,47,131,143
2008,47,157,108
2008,47,167,112
2008,47,9,125
2008,47,11,97
2008,47,19,114
2008,47,25,110
2008,47,29,115
2008,47,57,88
2008,47,59,92
2008,47,65,118
2008,47,89,83
2008,47,91,140
2008,47,121,120
2008,47,,88
2008,47,143,35
2008,47,17,114
2008,47,23,101
2008,47,33,115
2008,47,47,130
2008,47,53,117
2008,47,69,101
2008,47,71,94
2008,47,75,125
2008,47,79,97
2008,47,113,133
2008,47,,115
2008,47,183,117
2008,47,85,121
2008,47,99,96
2008,47,,120
2008,47,135,75
2008,47,147,148
2008,48,27,63
2008,48,85,49
2008,48,99,42
2008,48,139,55
2008,48,145,69
2008,48,147,82
2008,48,181,75
2008,48,217,55
2008,48,277,93
2008,48,309,58
2008,48,331,60
2008,48,349,54
2008,48,,66
2008,48,491,59
2008,48,355,39
2008,48,,62
2008,48,,79
2008,48,,94
2008,48,473,55
2008,48,,80
2008,48,463,112
2008,48,61,70
2008,48,215,75
2008,48,,69
2008,48,65,182
2008,48,69,208
2008,48,111,175
2008,48,117,178
2008,48,153,146
2008,48,189,166
2008,48,195,211
2008,48,205,198
2008,48,233,191
2008,48,341,211
2008,48,357,216
2008,48,,176
2008,48,369,174
2008,48,421,208
2008,48,437,162
2008,48,25,49
2008,48,29,61
2008,48,51,94
2008,48,89,68
2008,48,123,42
2008,48,149,40
2008,48,177,46
2008,48,187,24
2008,48,287,44
2008,48,325,102
2008,48,,37
2008,48,453,47
2008,48,493,68
2008,48,,75
2008,48,279,172
2008,48,,119
2008,48,57,76
2008,48,157,64
2008,48,239,72
2008,48,321,75
2008,48,,87
2008,48,469,83
2008,48,481,82
2008,49,23,155
2008,49,27,155
2008,49,,146
2008,49,49,161
2008,49,13,166
2008,49,,153
2008,49,47,162
2008,49,3,159
2008,49,5,132
2008,49,11,175
2008,49,,134
2008,49,57,154
2008,49,,150
2008,51,7,29
2008,51,19,0
2008,51,31,85
2008,51,33,100
2008,51,41,24
2008,51,49,32
2008,51,75,68
2008,51,85,112
2008,51,109,84
2008,51,125,79
2008,51,137,106
2008,51,,77
2008,51,177,95
2008,51,1,133
2008,51,36,75
2008,51,57,130
2008,51,73,100
2008,51,97,98
2008,51,101,122
2008,51,115,101
2008,51,119,89
2008,51,133,124
2008,51,,115
2008,51,159,131
2008,51,193,145
2008,51,43,134
2008,51,47,105
2008,51,61,114
2008,51,69,123
2008,51,107,125
2008,51,113,111
2008,51,,98
2008,51,139,128
2008,51,153,80
2008,51,165,144
2008,51,171,125
2008,51,179,50
2008,51,25,67
2008,51,550,142
2008,51,53,50
2008,51,81,77
2008,51,93,79
2008,51,117,51
2008,51,149,77
2008,51,175,83
2008,51,800,93
2008,51,181,56
2008,51,183,59
2008,51,810,165
2008,51,37,90
2008,51,67,71
2008,51,83,101
2008,51,,69
2008,51,143,53
2008,51,63,0
2008,51,121,113
2008,51,,92
2008,51,197,102
2008,51,15,87
2008,51,,130
2008,51,163,99
2008,53,5,244
2008,53,,200
2008,53,77,194
2008,53,1,205
2008,53,25,203
2008,53,,189
2008,53,11,0
2008,53,33,0
2008,53,41,0
2008,53,,0
2008,53,57,0
2008,53,61,0
2008,53,73,0
2008,54,3,104
2008,54,31,167
2008,54,37,133
2008,54,,120
2008,54,,110
2008,54,77,115
2008,54,53,138
2008,54,,80
2008,55,1,157
2008,55,47,137
2008,55,57,128
2008,55,77,114
2008,55,97,124
2008,55,135,135
2008,55,137,131
2008,55,141,120
2008,55,9,114
2008,55,15,136
2008,55,29,119
2008,55,39,153
2008,55,61,118
2008,55,71,134
2008,55,87,142
2008,55,117,131
2008,55,139,129
2008,55,3,91
2008,55,19,131
2008,55,69,119
2008,55,73,117
2008,55,,55
2008,55,99,86
2008,55,119,132
2008,55,67,85
2008,55,75,112
2008,55,83,118
2008,55,,100
2008,55,115,103
2008,55,5,122
2008,55,13,97
2008,55,17,142
2008,55,,143
2008,55,95,109
2008,55,107,113
2008,55,113,95
2008,55,129,89
2008,55,21,144
2008,55,25,136
2008,55,27,143
2008,55,45,141
2008,55,55,126
2008,55,105,146
2008,55,59,141
2008,55,,134
2008,55,101,132
2008,55,127,139
2008,55,131,124
2008,55,133,119
2008,55,23,147
2008,55,43,165
2008,55,49,145
2008,55,65,158
2008,55,103,125
2008,55,111,125
2008,55,123,142
2008,55,11,144
2008,55,33,136
2008,55,35,148
2008,55,53,140
2008,55,63,153
2008,55,81,135
2008,55,91,146
2008,55,93,162
2008,55,109,141
2008,55,121,134
2008,56,3,130
2008,56,,116
2008,56,29,140
2008,56,43,155
2008,56,15,133
2008,56,21,128
2008,56,,152
2007,1,1,40
2007,1,47,53
2007,1,51,82
2007,1,65,64
2007,1,,49
2007,1,119,54
2007,1,3,105
2007,1,35,36
2007,1,53,115
2007,1,99,72
2007,1,,96
2007,1,129,73
2007,1,15,90
2007,1,19,35
2007,1,43,48
2007,1,49,80
2007,1,55,75
2007,1,71,74
2007,1,95,76
2007,1,,92
2007,1,33,85
2007,1,77,92
2007,1,79,73
2007,1,83,100
2007,1,89,100
2007,1,93,99
2007,1,103,71
2007,1,,74
2007,1,57,67
2007,1,,61
2007,1,111,55
2007,1,121,80
2007,1,123,79
2007,1,125,69
2007,1,5,103
2007,1,31,73
2007,1,39,51
2007,1,45,51
2007,1,61,83
2007,1,67,60
2007,1,69,74
2007,1,,54
2007,1,109,55
2007,4,,130
2007,4,3,184.2
2007,4,13,210
2007,4,,190.1
2007,4,21,204.5
2007,5,29,152
2007,5,45,133
2007,5,,171
2007,5,35,165
2007,5,77,176
2007,5,85,191
2007,5,95,162
2007,5,,170
2007,5,107,176
2007,5,117,172
2007,5,123,173
2007,5,147,153
2007,5,21,176
2007,5,31,184
2007,5,55,172
2007,5,63,154
2007,5,67,149
2007,5,93,173
2007,5,,159
2007,5,111,174
2007,5,121,173
2007,5,,121
2007,5,17,166
2007,5,41,187
2007,5,43,173
2007,5,69,177
2007,5,,176
2007,5,73,173
2007,5,81,146
2007,5,,141
2007,5,47,95
2007,5,71,145
2007,5,83,148
2007,5,,101
2007,5,115,159
2007,5,149,136
2007,6,,121.5
2007,6,7,125.4
2007,6,11,192
2007,6,21,204
2007,6,,215.7
2007,6,67,176
2007,6,95,192.1
2007,6,101,204
2007,6,113,215
2007,6,19,175
2007,6,29,182
2007,6,31,189
2007,6,39,163
2007,6,47,176
2007,6,77,167.4
2007,6,99,174
2007,6,107,190
2007,6,,164
2007,6,71,0
2007,8,1,76
2007,8,17,103.5
2007,8,39,60
2007,8,63,125
2007,8,73,65.5
2007,8,,60
2007,8,95,141
2007,8,121,106.5
2007,8,125,193
2007,8,13,149.5
2007,8,69,150
2007,8,75,141
2007,8,87,158
2007,8,,183.5
2007,8,115,170.5
2007,8,123,151.5
2007,8,9,112.5
2007,8,11,167
2007,8,89,184.5
2007,8,,101
2007,8,99,111.5
2007,8,101,194
2007,8,29,159
2007,8,77,149.5
2007,8,83,0
2007,8,85,165.5
2007,8,,180
2007,10,1,94.2
2007,10,3,122.8
2007,10,5,96.4
2007,12,47,135
2007,12,79,60
2007,12,,107
2007,12,121,106.2
2007,12,33,100
2007,12,39,70.1
2007,12,59,69.3
2007,12,63,100.9
2007,12,91,66
2007,12,,82.5
2007,12,113,67
2007,12,131,63
2007,12,133,93.8
2007,13,91,120
2007,13,167,128
2007,13,175,83
2007,13,209,144
2007,13,211,80
2007,13,,130
2007,13,225,132
2007,13,235,133
2007,13,283,78
2007,13,289,136
2007,13,303,114
2007,13,309,125
2007,13,31,71
2007,13,33,139
2007,13,43,63
2007,13,103,61
2007,13,107,102
2007,13,163,149
2007,13,,113
2007,13,251,97
2007,13,,80
2007,13,311,118
2007,13,147,140
2007,13,,111
2007,13,15,92
2007,13,55,51
2007,13,129,54
2007,13,213,66
2007,13,,51
2007,13,233,74
2007,13,3,106
2007,13,17,133
2007,13,19,116
2007,13,27,111
2007,13,69,109
2007,13,71,149
2007,13,75,130
2007,13,81,166
2007,13,93,160
2007,13,101,119
2007,13,155,153
2007,13,161,133
2007,13,173,98
2007,13,185,113
2007,13,,105
2007,13,271,107
2007,13,277,98
2007,13,287,136
2007,13,315,144
2007,13,321,136
2007,13,1,70
2007,13,25,57
2007,13,29,54
2007,13,109,66
2007,13,183,58
2007,13,,74
2007,13,229,121
2007,13,267,128
2007,13,279,96
2007,13,299,87
2007,13,7,174
2007,13,37,143
2007,13,61,138
2007,13,87,170
2007,13,99,174
2007,13,131,76
2007,13,201,173
2007,13,205,166
2007,13,,142
2007,13,243,162
2007,13,253,177
2007,13,261,133
2007,13,273,150
2007,13,275,63
2007,13,307,76
2007,13,193,146
2007,13,197,57
2007,13,,72
2007,16,47,164.6
2007,16,53,165.7
2007,16,67,160.3
2007,16,,144.9
2007,16,83,165.4
2007,16,1,197.3
2007,16,27,190.3
2007,16,39,170.3
2007,16,45,173.5
2007,16,73,192.3
2007,16,75,181
2007,16,87,155.7
2007,17,39,187
2007,17,107,197
2007,17,115,191
2007,17,123,189
2007,17,125,178
2007,17,113,196
2007,17,129,199
2007,17,143,188
2007,17,175,194
2007,17,179,191
2007,17,203,204
2007,17,19,188
2007,17,53,187
2007,17,75,178
2007,17,91,179
2007,17,105,189
2007,17,147,190
2007,17,183,180
2007,17,23,161
2007,17,25,123
2007,17,29,181
2007,17,33,140
2007,17,35,166
2007,17,41,184
2007,17,45,181
2007,17,49,153
2007,17,51,133
2007,17,79,150
2007,17,101,133
2007,17,121,133
2007,17,139,191
2007,17,159,110
2007,17,173,181
2007,17,7,182
2007,17,31,137
2007,17,37,197
2007,17,43,167
2007,17,63,185
2007,17,89,186
2007,17,93,183
2007,17,99,186
2007,17,97,144
2007,17,111,177
2007,17,197,173
2007,17,11,195
2007,17,15,187
2007,17,73,189
2007,17,85,186
2007,17,103,182
2007,17,131,192
2007,17,141,189
2007,17,155,187
2007,17,161,193
2007,17,177,182
2007,17,195,173
2007,17,201,177
2007,17,47,113
2007,17,55,113
2007,17,59,148
2007,17,65,110
2007,17,69,112
2007,17,81,95
2007,17,127,159
2007,17,151,151
2007,17,165,126
2007,17,185,130
2007,17,191,122
2007,17,193,135
2007,17,3,178
2007,17,27,132
2007,17,77,140
2007,17,87,117
2007,17,133,128
2007,17,145,79
2007,17,153,170
2007,17,157,125
2007,17,163,123
2007,17,181,144
2007,17,189,105
2007,17,199,130
2007,17,1,162
2007,17,9,152
2007,17,57,186
2007,17,67,183
2007,17,71,185
2007,17,95,194
2007,17,109,193
2007,17,169,174
2007,17,187,198
2007,17,5,116
2007,17,13,171
2007,17,17,194
2007,17,21,193
2007,17,61,160
2007,17,83,167
2007,17,117,157
2007,17,119,127
2007,17,135,154
2007,17,137,186
2007,17,149,156
2007,17,167,199
2007,17,171,169
2007,18,5,141.5
2007,18,11,154
2007,18,23,179.3
2007,18,31,142.6
2007,18,53,128.7
2007,18,57,149.6
2007,18,59,148.3
2007,18,63,154.3
2007,18,67,170.5
2007,18,81,142
2007,18,95,154.6
2007,18,97,145.4
2007,18,109,154.2
2007,18,139,136.2
2007,18,145,127.8
2007,18,159,179
2007,18,9,142.1
2007,18,35,134.2
2007,18,41,132.7
2007,18,65,147.3
2007,18,75,142.4
2007,18,135,129
2007,18,161,144.8
2007,18,177,118.7
2007,18,15,186.8
2007,18,17,176.7
2007,18,39,153
2007,18,49,155.9
2007,18,85,156.4
2007,18,99,155
2007,18,103,154.2
2007,18,141,149.1
2007,18,169,152.6
2007,18,1,142.1
2007,18,3,157.2
2007,18,33,146.5
2007,18,69,149.2
2007,18,87,125
2007,18,113,147
2007,18,151,126.9
2007,18,179,135.2
2007,18,183,162.3
2007,18,7,170.5
2007,18,73,171
2007,18,91,144.8
2007,18,89,162.3
2007,18,111,179.6
2007,18,127,153.6
2007,18,131,161.5
2007,18,149,147.8
2007,18,181,175.3
2007,18,61,105.7
2007,18,71,113
2007,18,93,133.5
2007,18,105,150.4
2007,18,117,145.5
2007,18,,130.5
2007,18,123,148.5
2007,18,175,147.1
2007,18,19,127.5
2007,18,29,116.5
2007,18,47,125.9
2007,18,77,123.7
2007,18,79,137.2
2007,18,,123.6
2007,18,137,117.6
2007,18,143,144.2
2007,18,27,164.5
2007,18,37,146.6
2007,18,51,162.3
2007,18,55,142.5
2007,18,83,166.9
2007,18,101,158.6
2007,18,125,156
2007,18,129,158.6
2007,18,147,152.8
2007,18,153,163.6
2007,18,163,149.8
2007,18,173,141.7
2007,18,21,164
2007,18,45,171.1
2007,18,107,171.4
2007,18,119,150.7
2007,18,121,163.7
2007,18,133,164.8
2007,18,157,159.9
2007,18,165,177
2007,18,167,158.7
2007,18,171,167.7
2007,19,15,182.2
2007,19,49,167.5
2007,19,75,176
2007,19,79,180.5
2007,19,83,177.3
2007,19,99,180.9
2007,19,127,185.9
2007,19,153,177.8
2007,19,157,182.6
2007,19,169,180.7
2007,19,171,174.8
2007,19,187,182.6
2007,19,11,180.2
2007,19,31,184.2
2007,19,45,182.7
2007,19,95,178
2007,19,97,169.4
2007,19,103,171.1
2007,19,105,181.2
2007,19,113,176.7
2007,19,139,180.6
2007,19,163,182.2
2007,19,23,176.2
2007,19,33,173.2
2007,19,67,170.1
2007,19,69,176.6
2007,19,81,178.6
2007,19,91,177.5
2007,19,109,178.6
2007,19,131,174.2
2007,19,189,186.1
2007,19,195,174.8
2007,19,197,182.4
2007,19,5,167.1
2007,19,13,176.7
2007,19,17,181.4
2007,19,19,173.9
2007,19,37,168.8
2007,19,43,173.6
2007,19,55,179.8
2007,19,61,182
2007,19,65,171.3
2007,19,89,169.8
2007,19,191,174
2007,19,21,163
2007,19,35,166.5
2007,19,41,163.6
2007,19,59,165.8
2007,19,63,175.7
2007,19,119,163.7
2007,19,141,167.7
2007,19,143,171.4
2007,19,147,170.8
2007,19,149,150.8
2007,19,151,167.1
2007,19,167,156.9
2007,19,7,152
2007,19,39,151.3
2007,19,53,155.5
2007,19,117,141.9
2007,19,121,162.6
2007,19,125,165.9
2007,19,135,161.3
2007,19,159,140.5
2007,19,175,154.1
2007,19,181,157.4
2007,19,185,150.2
2007,19,51,157.4
2007,19,57,198.5
2007,19,87,181.5
2007,19,101,159.9
2007,19,107,174.5
2007,19,111,177.5
2007,19,115,178
2007,19,123,179.9
2007,19,177,165.8
2007,19,179,167.1
2007,19,183,174.1
2007,19,1,160.7
2007,19,3,153.4
2007,19,29,157.5
2007,19,71,150.7
2007,19,129,147.4
2007,19,137,145.1
2007,19,145,139.5
2007,19,155,162.4
2007,19,173,137.6
2007,19,9,160.7
2007,19,25,180.2
2007,19,27,169.3
2007,19,47,165.5
2007,19,73,179.9
2007,19,77,158.8
2007,19,85,161.8
2007,19,93,169.4
2007,19,133,149.3
2007,19,161,173.9
2007,19,165,167.3
2007,19,193,153.6
2007,20,9,157
2007,20,41,98
2007,20,51,113
2007,20,105,95
2007,20,115,107
2007,20,113,152
2007,20,,102
2007,20,159,128
2007,20,165,137
2007,20,169,117
2007,20,3,114
2007,20,17,112
2007,20,31,118
2007,20,45,122
2007,20,59,99
2007,20,61,133
2007,20,91,119
2007,20,107,97
2007,20,111,109
2007,20,121,122
2007,20,127,99
2007,20,139,89
2007,20,177,130
2007,20,197,121
2007,20,27,146
2007,20,29,127
2007,20,89,125
2007,20,123,145
2007,20,141,121
2007,20,143,111
2007,20,147,98
2007,20,157,154
2007,20,163,89
2007,20,183,106
2007,20,201,116
2007,20,5,124
2007,20,13,118
2007,20,43,151
2007,20,85,119
2007,20,87,129
2007,20,103,113
2007,20,117,114
2007,20,131,119
2007,20,,103
2007,20,149,144
2007,20,23,151
2007,20,39,94
2007,20,65,104
2007,20,137,81
2007,20,153,111
2007,20,179,132
2007,20,181,144
2007,20,193,141
2007,20,47,166
2007,20,77,121
2007,20,79,136
2007,20,95,161
2007,20,97,179
2007,20,,148
2007,20,145,167
2007,20,151,162
2007,20,155,143
2007,20,173,143
2007,20,185,136
2007,20,191,116
2007,20,1,113
2007,20,11,101
2007,20,15,115
2007,20,21,122
2007,20,35,115
2007,20,37,98
2007,20,73,118
2007,20,99,102
2007,20,125,98
2007,20,133,117
2007,20,,99
2007,20,205,110
2007,20,207,106
2007,20,25,164
2007,20,55,185
2007,20,57,182
2007,20,67,191
2007,20,69,197
2007,20,75,108
2007,20,81,203
2007,20,83,167
2007,20,93,173
2007,20,119,215
2007,20,129,109
2007,20,175,207
2007,20,187,182
2007,20,189,174
2007,20,63,97
2007,20,71,99
2007,20,101,144
2007,20,109,77
2007,20,135,90
2007,20,171,127
2007,20,195,85
2007,20,199,130
2007,20,203,143
2007,21,11,117
2007,21,17,105
2007,21,21,91
2007,21,49,121
2007,21,67,130
2007,21,69,113
2007,21,73,92
2007,21,97,118
2007,21,113,86
2007,21,137,107
2007,21,151,107
2007,21,161,115
2007,21,167,66
2007,21,173,86
2007,21,181,57
2007,21,,80.3
2007,21,211,93
2007,21,215,104
2007,21,229,96
2007,21,239,114
2007,21,1,110
2007,21,3,115
2007,21,9,148
2007,21,27,136
2007,21,29,98
2007,21,31,163
2007,21,45,122
2007,21,53,135
2007,21,57,100
2007,21,61,80
2007,21,85,111
2007,21,87,108
2007,21,93,122
2007,21,99,91
2007,21,111,110
2007,21,123,129
2007,21,155,113
2007,21,163,135
2007,21,169,110
2007,21,171,119
2007,21,179,106
2007,21,207,108
2007,21,217,130
2007,21,227,115
2007,21,43,104
2007,21,65,121
2007,21,121,82
2007,21,135,102
2007,21,,98.9
2007,21,199,103
2007,21,203,96
2007,21,205,131
2007,21,231,132
2007,21,235,94
2007,21,33,117
2007,21,47,92
2007,21,55,121
2007,21,59,157
2007,21,91,141
2007,21,101,146
2007,21,107,140
2007,21,141,98
2007,21,149,156
2007,21,177,127
2007,21,183,162
2007,21,213,94
2007,21,219,109
2007,21,225,156
2007,21,233,142
2007,21,15,103
2007,21,23,125
2007,21,41,120
2007,21,77,150
2007,21,103,95
2007,21,185,152
2007,21,,103.3
2007,21,191,108
2007,21,223,126
2007,21,7,164
2007,21,35,81
2007,21,39,156
2007,21,75,148
2007,21,83,131
2007,21,105,153
2007,21,139,119
2007,21,143,114
2007,21,157,100
2007,21,145,141
2007,21,221,97
2007,22,9,160.9
2007,22,25,159.9
2007,22,29,158.1
2007,22,39,162.5
2007,22,43,182.6
2007,22,,158.3
2007,22,77,176.9
2007,22,79,158.3
2007,22,97,165.7
2007,22,,150.8
2007,22,21,175
2007,22,,150
2007,22,73,131.1
2007,22,35,172.4
2007,22,41,180.3
2007,22,65,140.1
2007,22,67,179
2007,22,83,164.1
2007,22,107,148
2007,22,123,172.9
2007,22,15,162.5
2007,22,17,169.3
2007,22,,142.9
2007,22,81,160
2007,22,,125
2007,22,,121.4
2007,22,69,184.8
2007,24,19,123.5
2007,24,39,125.5
2007,24,45,76
2007,24,47,96.5
2007,24,5,124
2007,24,13,82.1
2007,24,21,84.2
2007,24,25,144.2
2007,24,27,78.3
2007,24,31,87
2007,24,43,75.5
2007,24,3,100
2007,24,9,63.9
2007,24,17,42.9
2007,24,33,70
2007,24,37,49.5
2007,24,11,100.3
2007,24,15,136.5
